clave_emision,anio,unidad_sectorial_agregada,modulo,categoria_ipcc,categoria_nombre,producto_std,metodo_asignacion,unidad_origen_psut,psut_side,psut_block_code,source_record_id,actividad_base_tj,actividad_emisiones_tj,grupo_factor,tratamiento_co2,anio_factor,estado_factor,ef_co2_kg_tj,ef_ch4_kg_tj,ef_n2o_kg_tj,gas_fuente,emision_fuente_kt_gas,co2_directo_kt,co2_biogenico_memo_kt,ch4_kt,n2o_kt,co2e_kt,estado_resultado,clave_notacion,metodo_calculo,fuente_id_actividad,fuente_id_factor,nota
EM|2019|AGR|3.F|N2O,2019,A,AGRICULTURA,3.F,Quema de residuos agrícolas en el campo,,TOTAL_SECTOR_MENOS_COMPONENTES,A,,,AGR|2019|3.F|N2O,,,AGRICULTURA_CRT,NO_APLICA,2019,CAL,,,,N2O,0.12200753547675,0,0,0,0.12200753547675,32.3319969013388,CAL,,TOTAL_SECTOR_MENOS_COMPONENTES,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.G|NO,2019,A,AGRICULTURA,3.G,Encalado,,SIN_CALCULO_NO,A,,,AGR|2019|3.G|NO,,,NO,NO_APLICA,2019,NO,,,,NO,,,,,,,NO,NO,SIN_CALCULO_NO,UNFCCC_GTM_CRT_2024,,
EM|2019|AGR|3.H|CO2,2019,A,AGRICULTURA,3.H,Aplicación de urea,,EMISION_OBSERVADA_CRT,A,,,AGR|2019|3.H|CO2,,,AGRICULTURA_CRT,FOSIL,2019,OBS,,,,CO2,36.35771486,36.35771486,0,0,0,36.35771486,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2019|AGR|3.I|NO,2019,A,AGRICULTURA,3.I,Otros fertilizantes que contienen carbono,,SIN_CALCULO_NO,A,,,AGR|2019|3.I|NO,,,NO,NO_APLICA,2019,NO,,,,NO,,,,,,,NO,NO,SIN_CALCULO_NO,UNFCCC_GTM_CRT_2024,,
EM|2019|AGR|3.J|NO,2019,A,AGRICULTURA,3.J,Otros,,SIN_CALCULO_NO,A,,,AGR|2019|3.J|NO,,,NO,NO_APLICA,2019,NO,,,,NO,,,,,,,NO,NO,SIN_CALCULO_NO,UNFCCC_GTM_CRT_2024,,
EM|2020|BEV2_00575,2020,A,COMBUSTION,1.A.4.c,"Agricultura, silvicultura y pesca",LENA,FRONTERA_LENA_A,A,Supply,C,BEV2_00575,304227.287,304227.287,NO,BIOGENICO,2020,NO,,,,,,,,,,,NO,,SIN_CALCULO_NO,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2020|BEV2_00519,2020,B,FUGITIVAS,1.B.1.a,Minería de carbón,CRBN,EXTRACCION_B,ENV,Supply,A,BEV2_00519,0,0,NO,FOSIL,2020,NO,,,,,,,,,,,NO,,SIN_CALCULO_NO,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2020|BEV2_00589,2020,B,FUGITIVAS,1.B.2.a.ii,Producción y mejoramiento de petróleo,PETR,EXTRACCION_B,ENV,Supply,A,BEV2_00589,16453.6876,16453.6876,FUGITIVA_PETROLEO,FOSIL,2020,OBS,0.00676930319255606,0.0928776598383939,,,,0.00011138,0,0.00152818,,0.04290042,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,CO2e parcial: N2O sin factor numérico; el total incluye solo los gases cuantificados.
EM|2020|BEV2_00496,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,BCANA,GENERACION_CENTRAL,ENER,Use,E,BEV2_00496,46712.1095,46712.1095,COMB_BCANA,BIOGENICO,2020,PRX,100000,30,4,,,0,4671.21095,1.401363285,0.186848438,88.75300805,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otra biomasa sólida primaria; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otra biomasa sólida primaria; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otra biomasa sólida primaria; gas N2O]."
EM|2020|BEV2_00497,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,BCANA,AUTOPRODUCCION,ENER,Use,E,BEV2_00497,6622.238,6622.238,COMB_BCANA,BIOGENICO,2020,PRX,100000,30,4,,,0,662.2238,0.19866714,0.026488952,12.5822522,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otra biomasa sólida primaria; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otra biomasa sólida primaria; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otra biomasa sólida primaria; gas N2O]."
EM|2020|BEV2_00510,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,BIOGAS,GENERACION_CENTRAL,ENER,Use,E,BEV2_00510,285.3291,285.3291,COMB_BIOGAS,BIOGENICO,2020,PRX,54600,1,0.1,,,0,15.57896886,0.0002853291,2.853291E-005,0.01555043595,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gas de vertedero; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Gas de vertedero; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Gas de vertedero; gas N2O]."
EM|2020|BEV2_00524,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,CRBN,GENERACION_CENTRAL,ENER,Use,E,BEV2_00524,32635.7577,32635.7577,COMB_CRBN,FOSIL,2020,PRX,98300,1,1.5,,,3208.09498191,0,0.0326357577,0.04895363655,3221.98149681135,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro carbón bituminoso*; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otro carbón bituminoso; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otro carbón bituminoso; gas N2O]."
EM|2020|BEV2_00538,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,EOLICA,GENERACION_CENTRAL,ENER,Use,B,BEV2_00538,1141.2002,1141.2002,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00552,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,GEOE,GENERACION_CENTRAL,ENER,Use,B,BEV2_00552,11732.133,11732.133,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00566,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,HYDR,GENERACION_CENTRAL,ENER,Use,B,BEV2_00566,26552.9782,26552.9782,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00567,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,HYDR,AUTOPRODUCCION,ENER,Use,B,BEV2_00567,116.1419,116.1419,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00593,2020,ENER,COMBUSTION,1.A.1.b,Refinación de petróleo,PETR,TRANSFORMACION_REFINERIA,ENER,Use,E,BEV2_00593,4064.5598,2.18344286,LIQUID_FUELS,FOSIL,2020,OBS,73104.4640206431,2.99998691058029,0.60001570180774,,,0.15961942,0,6.5503E-006,1.3101E-006,0.1601500049,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2020|BEV2_00608,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,SOLAR,GENERACION_CENTRAL,ENER,Use,B,BEV2_00608,799.5141,799.5141,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00636,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,DOIL,GENERACION_CENTRAL,ENER,Use,E,BEV2_00636,122.8815,122.8815,COMB_DOIL,FOSIL,2020,PRX,74100,3,0.6,,,9.10551915,0,0.0003686445,7.37289E-005,9.1353793545,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gas/Diésel oíl; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Diésel; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Diésel; gas N2O]."
EM|2020|BEV2_00650,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,ELEC,GENERACION_CENTRAL,ENER,Supply,C,BEV2_00650,42996.7888,42996.7888,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00651,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,ELEC,AUTOPRODUCCION,ENER,Supply,C,BEV2_00651,3091.7334,3091.7334,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00652,2020,ENER,COMBUSTION,1.A.1.c,Fabricación de combustibles sólidos y otras industrias de la energía,ELEC,USO_ENER,ENER,Use,E,BEV2_00652,2860.7859,2860.7859,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00664,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,FOIL,GENERACION_CENTRAL,ENER,Use,E,BEV2_00664,2928.5305,2928.5305,COMB_FOIL,FOSIL,2020,PRX,77400,3,0.6,,,226.6682607,0,0.0087855915,0.0017571183,227.3798936115,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas N2O]."
EM|2020|BEV2_00665,2020,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,FOIL,AUTOPRODUCCION,ENER,Use,E,BEV2_00665,417.2742,417.2742,COMB_FOIL,FOSIL,2020,PRX,77400,3,0.6,,,32.29702308,0,0.0012518226,0.00025036452,32.3984207106,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas N2O]."
EM|2020|BEV2_00584,2020,HH,COMBUSTION,1.A.4.b,Residencial,LENA,USO_HH,HH,Use,F,BEV2_00584,295100.4742,295100.4742,BIOMASS,BIOGENICO,2020,OBS,112000.000068938,299.999999655311,4,,,0,33051.2531307436,88.530142158282,1.1804018968,2791.6504830839,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2020|BEV2_00654,2020,HH,COMBUSTION,1.A.4.b,Residencial,ELEC,USO_HH,HH,Use,F,BEV2_00654,13727.6937,13727.6937,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00696,2020,HH,COMBUSTION,1.A.4.b,Residencial,GLP,USO_HH,HH,Use,F,BEV2_00696,15257.641,15257.641,COMB_GLP,FOSIL,2020,PRX,63100,5,0.1,,,962.7571471,0,0.076288205,0.0015257641,965.2975443265,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas N2O]."
EM|2020|BEV2_00710,2020,HH,COMBUSTION,1.A.4.b,Residencial,KER,USO_HH,HH,Use,F,BEV2_00710,15.1641,15.1641,COMB_KER,FOSIL,2020,PRX,71900,10,0.6,,,1.09029879,0,0.000151641,9.09846E-006,1.0969558299,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro queroseno; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Otro queroseno; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Otro queroseno; gas N2O]."
EM|2020|BEV2_00628,2020,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,COQUE,USO_IND_BEN,IND_BEN,Use,E,BEV2_00628,17032.7703,17032.7703,COMB_COQUE,FOSIL,2020,PRX,97500,3,0.6,,,1660.69510425,0,0.0510983109,0.01021966218,1664.8340674329,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Coque de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Coque de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Coque de petróleo; gas N2O]."
EM|2020|BEV2_00642,2020,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,DOIL,USO_IND_BEN,IND_BEN,Use,E,BEV2_00642,5637.2687,5637.2687,COMB_DOIL,FOSIL,2020,PRX,74100,3,0.6,,,417.72161067,0,0.0169118061,0.00338236122,419.0914669641,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gas/Diésel oíl; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Diésel; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Diésel; gas N2O]."
EM|2020|BEV2_00656,2020,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,ELEC,USO_IND_BEN,IND_BEN,Use,E,BEV2_00656,12947.9917,12947.9917,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00670,2020,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,FOIL,USO_IND_BEN,IND_BEN,Use,E,BEV2_00670,5673.0583,5673.0583,COMB_FOIL,FOSIL,2020,PRX,77400,3,0.6,,,439.09471242,0,0.0170191749,0.00340383498,440.4732655869,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Fuelóleo residual; gas N2O]."
EM|2020|BEV2_00684,2020,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,GAS,USO_IND_BEN,IND_BEN,Use,E,BEV2_00684,1444.4241,1444.4241,COMB_GAS,FOSIL,2020,PRX,69300,3,0.6,,,100.09859013,0,0.0043332723,0.00086665446,100.4495851863,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gasolina para motores; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gasolina para motores; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gasolina para motores; gas N2O]."
EM|2020|BEV2_00698,2020,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,GLP,USO_IND_BEN,IND_BEN,Use,E,BEV2_00698,3963.001,3963.001,COMB_GLP,FOSIL,2020,PRX,63100,1,0.1,,,250.0653631,0,0.003963001,0.0003963001,250.2813466545,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gases licuados de petróleo; gas N2O]."
EM|2020|BEV2_00712,2020,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,KER,USO_IND_BEN,IND_BEN,Use,E,BEV2_00712,2.1497,2.1497,COMB_KER,FOSIL,2020,PRX,71900,3,0.6,,,0.15456343,0,6.4491E-006,1.28982E-006,0.1550858071,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro queroseno; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Otro queroseno; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Otro queroseno; gas N2O]."
EM|2020|BEV2_00585,2020,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,LENA,USO_SERV,SERV,Use,E,BEV2_00585,9126.8128,9126.8128,BIOMASS,BIOGENICO,2020,OBS,112000.000276395,299.999999665651,4.00000012928151,,,0,1022.20303612261,2.73804383694846,0.0365072523799282,86.3396493152379,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2020|BEV2_00655,2020,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,ELEC,USO_SERV,SERV,Use,E,BEV2_00655,10695.7452,10695.7452,CERO_DIRECTO,SIN_EMISION_DIRECTA,2020,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2020|BEV2_00683,2020,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,GAS,USO_SERV,SERV,Use,E,BEV2_00683,361.0915,361.0915,COMB_GAS,FOSIL,2020,PRX,69300,10,0.6,,,25.02364095,0,0.003610915,0.0002166549,25.1821601185,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gasolina para motores; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gasolina para motores; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gasolina para motores; gas N2O]."
EM|2020|BEV2_00697,2020,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,GLP,USO_SERV,SERV,Use,E,BEV2_00697,396.3001,396.3001,COMB_GLP,FOSIL,2020,PRX,63100,5,0.1,,,25.00653631,0,0.0019815005,3.963001E-005,25.07252027665,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas N2O]."
EM|2020|BEV2_00711,2020,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,KER,USO_SERV,SERV,Use,E,BEV2_00711,0.6972,0.6972,COMB_KER,FOSIL,2020,PRX,71900,10,0.6,,,0.05012868,0,6.972E-006,4.1832E-007,0.0504347508,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro queroseno; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Otro queroseno; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Otro queroseno; gas N2O]."
EM|2020|BEV2_00639,2020,TR_BEN,COMBUSTION,1.A.3,Transporte,DOIL,USO_TR_BEN,TR_BEN,Use,E,BEV2_00639,64828.4448,64828.4448,COMB_DOIL,FOSIL,2020,OBS,74100.000121757,3.90000004769863,3.90000004769863,,,4803.78776757332,0,0.252830937812228,0.252830937812228,4877.8672323523,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,Origen de factores: CO2: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=H22; IEF=E22]; CH4: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=I22; IEF=F22]; N2O: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=J22; IEF=G22].
EM|2020|BEV2_00681,2020,TR_BEN,COMBUSTION,1.A.3,Transporte,GAS,USO_TR_BEN,TR_BEN,Use,E,BEV2_00681,70471.2911,70471.2911,COMB_GAS,FOSIL,2020,PRX,69300.5480151284,32.9745549591422,3.19906051005489,,,4883.69909256364,0,2.32375946141866,0.225441924450593,5008.50646746277,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,Origen de factores: CO2: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=H17+H21; IEF=E17+E21]; CH4: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=I17+I21; IEF=F17+F21]; N2O: UNFCCC_GTM_CRT_2024 [PRX; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C17+C21; EM=J17+J21; IEF=G17+G21].
EM|2020|BEV2_00695,2020,TR_BEN,COMBUSTION,1.A.3,Transporte,GLP,USO_TR_BEN,TR_BEN,Use,E,BEV2_00695,198.1791,198.1791,COMB_GLP,FOSIL,2020,OBS,63100.0002022543,61.999989671682,0.200000794643952,,,12.5051012500826,0,0.0122871021531432,3.96359774818232E-005,12.8596436444033,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,Origen de factores: CO2: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C23; EM=H23; IEF=E23]; CH4: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C23; EM=I23; IEF=F23]; N2O: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C23; EM=J23; IEF=G23].
EM|2020|BEV2_00709,2020,TR_BEN,COMBUSTION,1.A.3,Transporte,KER,USO_TR_BEN,TR_BEN,Use,E,BEV2_00709,2048.606,2048.606,COMB_KER,FOSIL,2020,PRX,71500,0.5,2,,,146.475329,0,0.001024303,0.004097212,147.589770664,CAL,,ACTIVIDAD_X_FE,MEM_BEN,IPCC_2006_GL,"Origen de factores: CO2: IPCC_2006_GL [PRX; Volumen 2, capítulo 3, tabla 3.6.4, p. 3.64; fila Jet Kerosene; gas CO2]; CH4: IPCC_2006_GL [PRX; Volumen 2, capítulo 3, tabla 3.6.5, p. 3.64; fila All fuels; gas CH4]; N2O: IPCC_2006_GL [PRX; Volumen 2, capítulo 3, tabla 3.6.5, p. 3.64; fila All fuels; gas N2O]."
